,Country Name,Year,Domestic credit to private sector (% of GDP),"Foreign direct investment, net inflows (% of GDP)",GDP per capita (constant 2015 US$),Gross fixed capital formation (% of GDP),"Inflation, consumer prices (annual %)",Trade (% of GDP)
93,Russian Federation,1998,,1.0191194251039026,4515.50927734375,16.15060409800188,27.6856798076742,55.77225328497659
94,Russian Federation,1999,,1.662282545516405,4819.38037109375,14.386614291014524,85.7464940960636,69.39328149881196
95,Russian Federation,2000,,1.0311611157523461,5323.66650390625,16.863668858428035,20.7987606558704,68.09390703735548
96,Russian Federation,2001,16.83777185303285,0.9286630042118247,5618.95556640625,18.888404270753966,21.4770072117159,61.11085866442064
97,Russian Federation,2002,17.97239277965006,1.0055359447855594,5910.171875,17.90591385439269,15.7887307914463,59.64544573196066
98,Russian Federation,2003,21.243567057854086,1.842378884621573,6370.45361328125,18.415028388331194,13.6632930228666,59.12826900760143
99,Russian Federation,2004,24.31640094976888,2.606185280641178,6856.67822265625,18.385299288293762,10.8886157326216,56.581852398405545
100,Russian Federation,2005,25.922539524325146,2.0298070378476747,7323.38525390625,17.755398604177792,12.6853039507349,56.71324849054219
101,Russian Federation,2006,30.941924028311057,3.797712094389902,7949.89697265625,18.503409513538255,9.66865454789265,54.73340186726601
102,Russian Federation,2007,37.78357771745395,4.298955948419332,8640.40625,20.995254447816496,9.00729868861079,51.706122745460625
103,Russian Federation,2008,41.55404382319479,4.502694248648224,9093.7001953125,22.29046107254175,14.1107677840442,53.38246604089083
104,Russian Federation,2009,45.26090929720799,2.9921255204252937,8381.8681640625,21.995134702848258,11.6473295764118,48.43506102781807
105,Russian Federation,2010,42.84004524911272,2.8308286983174993,8755.1201171875,21.625384308505357,6.84939230255025,50.3555054872589
106,Russian Federation,2011,41.698605981967596,2.692361180719683,9120.8203125,21.32165552117643,8.4404648593257,48.035399407791864
107,Russian Federation,2012,43.913960242807256,2.290798698893682,9464.0107421875,21.56118490413107,5.07474300799149,47.151390385795715
108,Russian Federation,2013,48.02475005377766,3.0194021136334377,9601.537109375,21.940188283458266,6.75371026220942,46.287149400499
109,Russian Federation,2014,54.832279893711245,1.0698764102333038,9493.8125,21.41718334809566,7.82341183865513,47.80134126281159
110,Russian Federation,2015,55.95202268936084,0.5026079614002845,9277.7138671875,20.611548802826903,15.5344050528403,49.35934931168865
111,Russian Federation,2016,53.102473833776585,2.5484999880789942,9269.3193359375,21.88128167482518,7.04244762954799,46.518119839609604
112,Russian Federation,2017,52.0765975053134,1.8140929747541896,9418.9140625,21.98213912407233,3.68332944412233,46.87652433713111
113,Russian Federation,2018,51.243310671787576,0.5300607906331689,9674.787109375,20.654485724766687,2.87829723647884,51.5809003703964
114,Russian Federation,2019,52.561428924634356,1.8885173156491433,9882.0244140625,20.90234042494957,4.47036660760173,49.22875366190334
115,Russian Federation,2020,59.583626499074384,0.6348511844436043,9632.3251953125,21.5599197830911,3.38165937237898,45.966908202912734
116,Russian Federation,2021,54.642244776247885,2.2113652787396236,10231.318359375,19.31528922963875,6.69445891957612,50.586195462175176
117,Russian Federation,2022,,-1.7368098142106345,10119.0625,20.847462426959623,,42.78278642948111
118,Russian Federation,2023,,-0.48491828328650727,10562.0263671875,21.999495975351742,,40.83432641052731
119,Russian Federation,2024,,-0.3761084427309247,11043.259765625,22.132904272800907,,39.508164766039634
120,South Africa,1995,105.00708438773701,0.7269445039269697,4337.29729686998,15.702423984794633,8.68042421392631,39.47803377930257
121,South Africa,1996,105.54386860321085,0.5001314956662072,4465.506498548066,15.804937777311897,7.35411972085333,42.19925173252796
122,South Africa,1997,102.3654612317434,2.2550525099496754,4527.049924038771,16.150132291378625,8.59777611252274,42.30133442918307
123,South Africa,1998,103.71894319511208,0.3597384359865988,4494.85711232358,16.51397050713426,6.88054521037351,44.035745336896454
124,South Africa,1999,118.17440047519128,0.9921875962905589,4552.850079730307,14.84127551605603,5.18148905111697,42.25829601726733
